"","V1","V2","V3","V4"
"1",0.0108532753103157,0.031212544346564,-8.72416127513112e-09,8112702.91019478
"2",0.043269170022407,0.0340772250981168,-2.31675920773335,3.0034926363129
"3",0.0510274081187629,0.0533469319141526,-4.76439788110136,7.70212528155833
"4",0.0468781934004702,0.0308006285298877,-9.7962266511397,3.0232216628999
"5",0.0365751975059138,0.0351053897219105,-0.993093538703344,6.24261630938807
"6",0.0430644747800952,0.049074522204251,-3.12479858695734,69.4213549180901
"7",0.0467745572016388,0.0483935438946473,-3.82153500659044,4.68940876424736
"8",0.0469354138636568,0.0476860504616911,-3.04400765440127,5.019758184842
"9",0.00159071834123904,0.0385514056939883,1.60556596404913e-06,1876611.2485727
"10",0.041377862978263,0.0399494856310572,-3.17669051705998,6.62687493668456
"11",0.05857984235526,0.0491118102469203,-5.70016529396611,11.5118597374868
"12",0.0359297015258033,0.0376082967308081,-0.906280009939329,14.1156636820688
"13",0.0244616253849574,0.0331527426106074,-0.770983360041894,10.2991251252779
"14",0.052899657376527,0.0430694587249399,-2.51691136497975,3.4546676561847
"15",0.0505019366065521,0.0487053963701282,-2.29809536262194,13.7449011694584
"16",0.0461221498688585,0.0482636158924686,-3.99137610864063,5.08738120036085
"17",0.0370420939287521,0.0254200938448086,-0.812689780652224,8.75515395230858
"18",0.00932690344507656,0.0335137029643802,-1.35513767391909e-07,14348235.6586626
"19",0.0505975915402681,0.0574207562848063,-4.80911301718838,5.78040239768283
"20",0.0356947469216462,0.0241097092419606,-0.957383651648616,3.99765206346284
"21",0.0483969475045371,0.0465071469474343,-2.0955651488846,16.0590898350966
"22",0.0461077948157492,0.0523038189499015,-6.44306684993501,7.33910831619893
"23",0.0339476377213337,0.0355061956725026,-1.25958519994526,8.94076706362305
"24",0.0519256325362758,0.0475901773542242,-4.40436634679746,20.380705678382
"25",0.0469920659808516,0.0539668961857909,-3.57522125612065,4.63374049345892
"26",0.0373414256896158,0.0262085491784134,-1.18058107098178,5.03270680828107
"27",0.037925536193184,0.0482470372577929,-1.7342692072177,24.0882701648893
"28",0.0346077982324373,0.0413799372355159,-1.36939948545159,8.12253910975792
"29",0.043829440013538,0.0427412129091909,-3.28746233015127,5.88749516582119
"30",0.0406086371207543,0.0382196848822505,-1.82545397600121,9.18028005918635
"31",0.0344979508137441,0.0378765947804223,-1.54209026575831,5.80070282400773
"32",0.0136429590172101,0.0216566665826765,-0.000288205470634903,4081.56456671462
"33",0.0455512260149383,0.0403162838463185,-2.77394819582534,5.14657284654808
"34",0.0362917265931883,0.0470967122529724,-1.54472721113667,17.6985061108946
"35",0.0500024223179568,0.0505491923695509,-3.67380825376605,6.42669430308083
"36",0.053255060265487,0.054888643155037,-7.03662461943063,6.52333218742851
"37",0.036909969253392,0.0397798917015782,-3.28590398533973,12.170838508245
"38",0.0493251913127894,0.0580723848745653,-2.49430935602454,9.10205150580894
"39",0.0427189494308597,0.0442134967446634,-4.92624617379715,18.2303704582012
"40",0.0393105502657664,0.0306169645618694,-2.03389228780201,7.51287366885099
"41",0.0317836824962655,0.0428488374359562,-1.80995047993551,5.68892496779892
"42",0.0422310210917116,0.0467940890450717,-1.9417440417659,6.21521083661135
"43",0.00810405473883497,0.034422284210715,4.70934445502681e-05,2727439.74803529
"44",0.043378396554098,0.0458517638416568,-2.69173931131862,9.58120886228377
"45",0.0490306272142602,0.0420978923655666,-4.32803009755653,4.13336726850412
"46",0.0447677983628561,0.0457889183538042,-3.48168243418967,9.94965736560816
"47",0.0380929121604589,0.0372153625457411,-1.85384901037747,3.68843405936338
"48",0.0299722359422677,0.0399131484964876,-0.873598599372406,20.4197727097934
"49",0.0505866255741268,0.0541016797214512,-4.10682659745388,8.72136416393858
"50",0.0129543667695898,0.0276388992630303,9.143505792145e-09,7251767.41079679
"51",0.0445030184434025,0.0484800603017034,-3.55632453148007,4.06791818064854
"52",0.0470601762513075,0.0469929867245391,-2.70271246094079,8.77104490842362
"53",0.0473204545542405,0.0482286250200867,-2.96017189416836,10.0412448190327
"54",0.043407971166634,0.0316401320745271,-3.32757947368156,2.79046066641192
"55",0.0363833928098893,0.0483273952518736,-2.48605316438675,6.31677916413487
"56",0.0393677132978734,0.0381147648451228,-1.90033011019012,7.51994198663259
"57",0.0489528455785754,0.0499954459204971,-3.66008893823262,5.83556337373119
"58",0.0381231298451823,0.0436023260277278,-1.16846531098645,18.3962457050969
"59",0.0441801970220956,0.05027950310647,-2.68434592657928,22.3735272581888
"60",0.0409650359005103,0.0392567791543091,-2.05192241600539,6.09651692345441
"61",0.0193748069503213,0.0321272077426917,-0.766019440472527,5.47150179094178
"62",0.0465851818436822,0.043722771160434,-2.8354643942996,5.14838674408041
"63",0.0469702381318895,0.0446457693587127,-2.00858850530478,10.4337204436724
"64",0.0339219306856737,0.040458234476133,-1.45561907932023,12.7479854952212
"65",0.00570086336637606,0.032324198809902,-0.000103247179480286,31054287.841644
"66",0.0463499183253651,0.0539183195535394,-3.70194151294769,9.11094693792625
"67",0.0400022582866034,0.0329984443799735,-1.45710183845932,6.21558227753593
"68",0.0396191387101707,0.0400688197705402,-2.63416512903835,5.72012339835616
"69",-0.00067024424225115,0.0338396092683203,-1.10106849451024e-07,5633772.90187747
"70",0.0164939664036668,0.0283302075338728,-0.611948566868455,8.48325693790288
"71",-0.00051054781051749,0.0320057406379279,1.81742996164641e-06,6370676.91082934
